通番	文番号	単語	標準ペルシア語１	標準ペルシア語２	標準ペルシア語3	標準ペルシア語４
4220	6016	az awn tbry ke mn zdm tw sr tw				
819	2056	az awn wrm				
4365	9001	az ayn				
845	2059	az ayn ţrf				
4528	10004	az ayn ke škareašan ra be mŕrّ zndgyšwn āwrdnd				
830	2057	az ayn nxwdam				
3211	2056	az ayn embwne ea				
4403	9010	az ayn yky				
4396	9008	az ayna				
1403	4025	az aynja				
1731	5042	az balay ŕfs				
5665	9004	az bče eay ayn				
4401	9009	az bče eay dygšw				
5378	5012	az pa				
3930	5026	az pa				
3942	5030	az pa				
3881	5012	az pa drt myare				
1652	5026	az pa drš myarm				
237	1030	az pšm gwsfnda´y ke čyde bwdn				
912	2062	az tw šykmš				
1006	3011	az čra				
3063	2039	az xak				
3109	2045	az xak				
2409	1001	az xda				
2791	2001	az xday merbwn				
2761	1055	az dad w fryad				
1527	5001	az dst ansan				
3864	5007	az dst ansan				
3899	5018	az dst ansan				
4019	5048	az dst ansan				
4021	5048	az dst ansan				
4118	5067	az dst ansan				
1556	5007	az dst ansan be tng awmdm				
4120	5067	az dst ansan ħyle gr				
1615	5018	az dst ansan frar krdm				
1873	5067	az dst ansan way az dst ansan ħyle gr ] w eme pa gđaštn be frar [				
848	2059	az dst ayn āŕa grge				
1802	5054	az dst ayna				
2086	8009	az dwr				
4482	9022	az dwr				
2773	1055	az dwrwr				
4921	2031	az rftn šma				
2854	2010	az rftnš				
4509	10002	az rwz ea				
2810	2005	az rwza				
4116	5065	az zyr šyra				
1496	4037	az škmš				
2806	2004	az šyr				
5924	2027	az šyr				
521	2011	az şħra				
4889	2023	az şħra				
628	2027	az şħra				
2961	2023	az şħra brgšt				
2454	1006	az ţy krdn				
419	1056	az 'mry				
1745	5044	az ŕfs				
2254	9023	az kja				
2397	10019	az kja				
2203	9013	az kle aš				
4473	9021	az kle aš				
2050	8002	az knar dey				
2303	10005	az grg				
2554	1023	az gšngy				
3148	2050	az masty ke ŕbla˝ teye krde bwd				
2404	10021	az mrdn grg				
1559	5008	az mn				
390	1053	az mywnš				
789	2052	az nbwdn mn				
244	1030	az nx ea				
567	2017	az nw				
385	1052	az wsţ				
849	2059	az yk ţrfm				
4442	9015	astandar awnja				
5424	5033	astraħt kny				
1635	5022	astfade krd				
1691	5032	astfade kn				
4110	5065	asm ābjwš w				
1992	7002	asm ŕşe				
3060	2039	āš bče eay				
3106	2045	āš bče eay				
3406	3019	āš bče eay mn				
1045	3019	āš bče eay mn w				
710	2039	āš bče eay mnw				
740	2045	āš bče eay mnw				
5272	4022	āš ma				
5306	4027	āš ma				
3684	4022	āš ma rw				
3736	4027	āš ma rw				
2713	1046	āŕa šqale				
2543	1022	āŕa šyre				
166	1023	āŕa šyre				
2676	1035	āŕa šyre				
312	1036	āŕa šyre				
2693	1041	āŕa grge				
335	1042	āŕa grge				
477	2006	āŕa grge				
504	2010	āŕa grge				
548	2016	āŕa grge				
589	2022	āŕa grge				
3003	2031	āŕa grge				
690	2036	āŕa grge				
694	2036	āŕa grge				
703	2037	āŕa grge				
787	2052	āŕa grge				
820	2056	āŕa grge				
3252	2059	āŕa grge				
5952	2059	āŕa grge				
5954	2059	āŕa grge				
891	2062	āŕa grge				
906	2062	āŕa grge				
3291	2062	āŕa grge				
1386	4020	āŕajan				
3169	2051	āŕay ŕaźy				
806	2054	āŕay ŕaźy				
2299	10004	aŕdam krdnd				
3880	5012	agr be twr ansan bxwry				
1576	5012	agr be twr ansan bxwry az pa drt myare				
1241	3045	agr gwl bxwryn dr wa knyn				
1651	5026	agr mn ansan w bbynm				
483	2006	agr ye wŕt awmd dr zd , gft mn madr twnm				
2841	2007	agr ye wŕt madr twnm				
2221	9015	age šma myxway				
4790	1055	alaq ya ŕaţry				
1859	5064	alan mnw mygyrn mydrn če karknm				
771	2050	āmade krd				
6092	5067	ansan ħyle gr				
5541	6005	ansan ke ba awn dwst bwde				
3928	5026	ansan w				
4092	5063	ansan w				
1023	3014	angwre a awn swraxe dr šd				
1771	5048	āe az dst ansan āe az dst ansan				
2381	10016	āew ra				
4461	9020	awmd				
2691	1041	awmd w awmd w awmd w awmd				
2711	1046	awmd w awmd w awmd w awmd				
3335	3005	awn amrwz				
975	3005	awn amrwz ke rft šykar				
5480	5059	awn ansan				
4065	5059	awn ansan w				
5569	6016	awn tbry ke mn zdm tw sr tw				
2767	1055	awn čyz ea´y				
4323	8009	awn čyze				
4330	8010	awn čyze				
2092	8010	awn čyze brgšt w tle brgšt w grdn grge aftad tw tle				
1393	4022	awn xrse				
3634	4016	awn dw ta				
1345	4016	awn dw ta r				
6264	1055	awn dwrbr				
6181	1055	awn dwrbr bwdnd				
6238	6015	awn zxme				
6104	6016	awn zxme				
6108	6017	awn zxme				
5126	3014	awn swraxe				
4109	5065	awn šyr				
1865	5065	awn šyr asm ābjwš w šnyde bwd če bla´y be srš awmde ye df'e az zyr šyra frar krd				
1348	4016	awn gl xrbyzk				
2954	2022	awn gnje				
5629	8005	awn gwštw				
2116	8013	awn mwŕ'				
969	3003	awn wr				
2097	8011	awn wr				
3207	2056	awn wrm				
1463	4035	awn wŕt				
1503	4039	awn wŕt				
1896	6005	awn wŕt				
1903	6006	awn wŕt				
1937	6012	awn wŕt				
1959	6015	awn wŕt				
4412	9011	awn yky				
2193	9011	awn yky bčšm				
2547	1023	ay xale pyrzn				
68	1007	ay xale pyrezn , kja myry				
1010	3011	ay dad				
314	1036	ay kdw ŕl bzn tw ndydy ye pyrzn				
3989	5041	ayn ābjwš				
1727	5041	ayn ābjwš bray čy myxwad				
5039	2059	ayn āŕa grge				
3875	5010	ayn ansan				
3924	5025	ayn ansan				
1698	5034	ayn ansan				
4031	5050	ayn ansan				
4077	5061	ayn ansan				
1569	5010	ayn ansan če jwrye				
1840	5061	ayn ansan w				
1786	5050	ayn ansan wa pa				
3231	2058	ayn bad				
843	2058	ayn bad zd byrwn , ayn nxwde awmd pryd tw čšmšw čšmšw kwr krd				
4896	2024	ayn bče ea				
448	2004	ayn bz bz ŕndy				
4267	7006	ayn pše				
2027	7006	ayn pše baz myad myšyne				
3256	2060	ayn pnje eaš				
5049	2060	ayn pnje eašm				
2238	9020	ayn ta awmd				
5549	6006	ayn tbr				
4556	10010	ayn ħal				
2423	1003	ayn ħyaţš				
4094	5063	ayn ħyle ay				
1539	5004	ayn ħywan				
26	1005	ayn xale pyrzn				
4264	7006	ayn xrse				
2026	7006	ayn xrse er kary mykne				
5907	2024	ayn dr xwne				
4900	2024	ayn dr xwne rw				
21	1004	ayn drxt snjd				
3547	3045	ayn df'e				
5160	3031	ayn dndwnay				
3472	3031	ayn dndwnay mnw				
875	2061	ayn dw nfr				
1897	6005	ayn dwst ansan ke ba awn dwst bwde				
4849	2012	ayn zwdy				
2133	9002	ayn slţan jngle , padšae jngle				
2434	1005	ayn snjdea				
28	1005	ayn snjdea rw				
2290	10003	ayn se dwst				
5149	3025	ayn šax eay				
3440	3025	ayn šax eay mnw				
3285	2062	ayn šaxaš				
813	2054	ayn šaxašw				
5755	10005	ayn škarea				
4538	10005	ayn škarea ra				
1260	4002	ayn šngwl w mngwl				
1817	5057	ayn šyr				
4192	6012	ayn šyre				
4433	9014	ayn šyre				
6138	9014	ayn šyre				
1945	6012	ayn šyre rw				
1827	5060	ayn šyry ke swxte bwd				
1846	5063	ayn šyry ke swxte bwd				
3242	2059	ayn ţrf				
3370	3011	ayn ẓer				
1005	3011	ayn ẓer ke grg awmd				
5426	5033	ayn ŕfs				
298	1035	ayn kdw				
4770	1051	ayn kdw				
2762	1055	ayn kšawrzany ke awn dwrbr bwdnd				
2250	9022	ayn ke emynţwr frar mykrd xwnryzy mykrd				
2058	8004	ayn gwštw				
2253	9023	ayn lbas				
3317	3002	ayn lwne				
1476	4036	ayn mydan				
3222	2057	ayn nxwdam				
3235	2058	ayn nxwde				
5020	2056	ayn embwne ea				
2396	10019	ayn ewš w frast				
5585	7004	ayn yarw				
1888	6003	ayn yalay šyre				
5675	9010	ayn yky				
5054	2061	ayna brn be mydwn jng				
769	2050	ayna r				
978	3005	ayna r				
3361	3010	ayna r				
1268	4002	ayna rw				
1385	4020	ayna rw				
4572	10013	ayna rw				
2210	9014	ayna rwbae				
3712	4024	ba alle				
3759	4029	ba alle				
1421	4029	ba alle xwrdm šngwl tw by alle xwrdm mngwl tw by alle frda myrm be jng tw				
1401	4024	ba alle nxwrdm šngwl tw , by alle nxwrdm mngwl tw , by alle frda nmyam be jng tw				
6234	6005	ba awn				
4170	6006	ba ayn tbr				
903	2062	ba ayn šaxaš				
2765	1055	ba byl w das				
630	2027	ba pstwn pr az šyr				
1757	5046	ba tlašy ke krde bwd				
4160	6005	ba tw				
3031	2035	ba xwdš				
773	2050	ba xwdš				
919	2063	ba xwdš				
5702	9019	ba srt				
290	1033	ba swqaty ke braš gđašte bwdnd				
1488	4037	ba šaxš				
2340	10010	ba mštِ mħkmy				
42	1005	ba yk mŕdary nwn ke be rwze ŕbl pxte bwd				
1258	4001	ba ye dwne gl xrbyzk				
2044	8001	ba ye rwbaey				
824	2056	bad krd				
826	2057	bad krd				
827	2057	bad krd				
4140	6003	barwn 'ẓymy				
5025	2058	baz krd				
212	1029	baz krdn				
4886	2021	baz krdn				
678	2034	baz krdym				
3028	2035	baz krdym				
3589	4004	baz kn				
3603	4008	baz kn				
3624	4014	baz kn				
517	2011	baz knyn				
576	2018	baz knyn				
4901	2024	baz nđaryn				
2838	2006	baz nkny				
2844	2007	baz nknyd				
1704	5036	baše bram ŕfs drst kn				
4347	8011	baţl šd				
4682	1029	baq ke rsyd				
118	1014	baqy rw				
1055	3021	balay blndy				
1949	6013	balay drxt				
3995	5042	balay ŕfs				
1036	3017	balay lwne grg				
1806	5054	balay ye drxt				
5062	2062	bandaze tmam bdnš zxmy kne				
2003	7004	bče xrse				
794	2052	bče mn				
4388	9006	bče mne				
2159	9007	bče mnw				
1016	3012	bče ea rw				
6130	9004	bče eay ayn				
5673	9009	bče eay dygšw				
5134	3019	bče eay mn				
2207	9014	bče eay mn				
5707	9020	bče eay mnw				
5485	5060	bdn mn				
2622	1030	br grde				
530	2013	br gšte				
99	1011	br mygrdm				
2531	1020	br mygrdm				
2877	2012	br nmy gšt				
5826	1033	braš gđašte bwdnd				
3988	5040	bram ābjwš ħaźr kn				
778	2051	bray āŕay ŕaźy				
1313	4011	bray twn				
3990	5041	bray čy				
817	2055	bray rwz jng				
2286	10002	bray škar				
2222	9015	brw astandar awnja				
1695	5033	bry tw ayn ŕfs				
5069	3002	bz bz				
5969	3004	bz bz				
3411	3021	bz bz				
3428	3024	bz bz				
5158	3027	bz bz				
3497	3037	bz bz				
3511	3039	bz bz				
431	2002	bz bz ŕndy				
2800	2004	bz bz ŕndy				
4835	2010	bz bz ŕndy				
600	2023	bz bz ŕndy				
683	2036	bz bz ŕndy				
3066	2040	bz bz ŕndy				
3130	2048	bz bz ŕndy				
760	2050	bz bz ŕndy				
3193	2054	bz bz ŕndy				
879	2062	bz bz ŕndy				
896	2062	bz bz ŕndy				
916	2063	bz bz ŕndy				
3313	3002	bz bz ŕndy				
1052	3021	bz bz ŕndy				
1072	3024	bz bz ŕndy				
3453	3027	bz bz ŕndy				
1161	3037	bz bz ŕndy				
1184	3039	bz bz ŕndy				
811	2054	bz bz ŕndy rw				
5084	3004	bz bz ŕndya				
4971	2046	bz zngwle				
3112	2046	bz zngwle be pa				
868	2061	bz w grg				
1655	5027	bzrgtryn , ħywan jngl				
1910	6006	bzn tw sr mn ba ayn tbr frar kn				
2295	10004	b'd az ayn ke škareašan ra be mŕrّ zndgyšwn āwrdnd				
3002	2031	b'd az rftn šma				
58	1006	b'd az ţy krdn				
4082	5063	bŕye šyra				
583	2020	bkn tw				
2308	10006	bla faşle				
1034	3017	blnd šd				
377	1051	blnd krd				
4467	9021	ble				
2225	9016	ble ke myxwam				
245	1030	blwzay zmstwne				
3360	3010	bna° krd				
1099	3027	bna° krd				
1174	3038	bna° krdnd				
1410	4026	bnay mykne				
1445	4033	be āb				
3795	4034	be āb				
1459	4034	be āb w				
2284	10002	be atfaŕ				
356	1046	be āŕa šqale				
164	1022	be āŕa šyre				
310	1035	be āŕa šyre				
333	1041	be āŕa grge				
4056	5057	be ansan				
1855	5063	be ansan				
1961	6015	be ansan				
234	1030	be aw				
2966	2024	be ayn bče ea				
2876	2012	be ayn zwdy				
2257	9024	be ayn ŕšngy ke ŕrmze				
3328	3004	be bče eaš				
1237	3044	be bče eaš				
973	3004	be bče eaš be bzaš mygft be bz bz ŕndya mygft , dr wa nknyn grg bya bxrtwn				
2813	2005	be bčeaš				
466	2005	be bčeaš gft				
3331	3004	be bz bz ŕndya				
3329	3004	be bzaš				
1452	4033	be bze				
4972	2046	be pa				
1405	4025	be pštbwm grge				
2298	10004	be tŕsym ān				
4307	8004	be tle				
1528	5001	be tng				
3865	5007	be tng				
5376	5012	be twr ansan				
1582	5013	be twr ansan				
1625	5021	be twr ansan				
1665	5028	be twr ansan				
5396	5020	be twrš				
3904	5020	be twrš bxwry				
1621	5020	be twrš bxwry , myfemy				
3095	2042	be jng tw				
3141	2049	be jng tw				
3723	4024	be jng tw				
3768	4029	be jng tw				
725	2041	be jng mn				
751	2047	be jng mn				
1067	3022	be jng mn				
3711	4023	be jng mn				
3427	3023	be jngt				
2287	10002	be jngl				
2232	9018	be če šrţy				
4452	9018	be če šrţy				
733	2043	be čyz krdn				
3879	5011	be ħal				
1178	3038	be ħsab				
2782	1055	be xane aš				
461	2004	be xwnš				
930	2064	be xwnš				
1249	3047	be xwnš				
1519	4041	be xwne aš				
202	1028	be xwne dxtrš				
5862	1055	be dad w fryad ayn				
1740	5043	be dadm				
4305	8004	be dam				
85	1011	be dxtrm				
138	1017	be dxtrm				
2528	1019	be dxtrm				
188	1027	be dxtrm				
509	2010	be dr zdn				
4030	5050	be dst				
4864	2016	be dstaš				
558	2016	be dstšw				
1777	5049	be dwstaš				
2349	10012	be rwbae				
6295	1005	be rwze ŕbl				
6261	1005	be rwze ŕbl pxte bwd				
926	2064	be sr				
1245	3046	be sr				
1515	4041	be sr				
2341	10010	be sr grg				
4113	5065	be srš				
5699	9019	be šma				
1645	5024	be šyr				
1675	5031	be šyr				
1775	5049	be šyra				
1970	6016	be šyre				
451	2004	be şħra				
455	2004	be şħra				
4810	2005	be şħra				
785	2052	be şħra				
1272	4002	be şħra				
3573	4003	be şħra				
5215	4003	be şħra				
1796	5052	be ţrf ansan				
2382	10016	be 'nwan šam				
2377	10015	be 'nwan naear				
4126	5067	be frar				
3937	5029	be kar				
5502	5063	be kar				
1670	5029	be kar brd				
4095	5063	be kar brd				
2065	8005	be grge				
6159	10004	be mŕrّ				
2632	1031	be mn				
5578	6018	be mn				
5961	2061	be mydwn jng				
3986	5040	be emsrš				
1723	5040	be emsrš gft bram ābjwš ħaźr kn				
2376	10015	be engam ẓer				
3069	2040	be ewa				
689	2036	be eway čyz				
1607	5016	be ye asb				
4435	9014	be ye astany				
264	1032	be ye plwtyky				
1546	5004	be ye štr				
4448	9017	be ye šrţ				
62	1006	be ye šqale				
126	1014	be ye grge				
2215	9014	be ye grgy				
1108	3028	by adby				
1132	3033	by adby				
3716	4024	by alle				
3720	4024	by alle				
3762	4029	by alle				
3765	4029	by alle				
3693	4022	by dndwn				
3744	4027	by dndwn				
142	1018	bya ke mn tw rw bxwrmt				
6136	9012	byad jlwy mn				
1145	3033	byčare rw				
115	1014	byše ay rw				
4778	1055	byl w das				
4539	10005	byn xwdmwn				
1029	3015	p kw šngwl mngwl				
4370	9002	padšae jngle				
908	2062	pare krd				
1092	3026	pare knm				
696	2036	paš kwbydn				
2914	2016	pak krd				
562	2016	pak krd w awmd				
1176	3038	palapala prydn				
1955	6014	payyn kart darm				
6296	1005	pxte bwd				
1148	3034	pdry azt drbyarm				
711	2039	pr az xak				
741	2045	pr az xak				
459	2004	pr az šyr				
4913	2027	pr az šyr				
764	2050	pr az masty ke ŕbla˝ teye krde bwd				
1111	3028	pr bad				
1046	3019	pr xak				
1075	3024	pr krd				
3432	3024	pr kre w pnyr				
5252	4016	pr gl				
2984	2027	pstwn pr az šyr				
204	1029	pšt dr baq ke rsyd				
5487	5060	pšt mn				
3669	4020	pštbwm xrse				
3727	4025	pštbwm grge				
4687	1030	pšm gwsfnda´y				
2603	1030	pšm gwsfnda´y ke čyde bwdn				
2031	7007	pše baz myad myšyne				
3321	3003	pnj ta				
1078	3024	pelw njar				
4472	9021	pwst aynw				
276	1033	pyda krd				
279	1033	pyda krd				
3176	2051	pyda krdm				
1999	7003	pyda mykne				
5828	1034	pyda nbwd				
3887	5014	pyr šd				
5370	5009	pyr šdm				
3633	4016	pyrn pr gl				
4451	9017	pyš šyre				
1825	5059	ta awn ansan w bkšym payyn				
1573	5011	ta be ħal				
1002	3010	ta dr wa krd				
4475	9021	ta dmš				
1531	5002	ta zmany ke jwan bwd				
1634	5022	ta zmany ke ŕdrt dašt twana´y dašt				
1558	5008	ta zmany ke ŕdrt daštm				
2090	8010	ta grge pryd ke gwšt w wrdare				
2245	9021	ta gf ble				
1864	5065	ta gft ābjwš				
1039	3017	taptap zdn				
735	2043	taptap krdn				
3405	3018	taptap mykne				
2772	1055	tar myknnd				
6106	6016	tbry ke mn zdm tw sr tw				
3683	4022	tُp tُp mykne				
3734	4027	tُp tُp mykne				
779	2051	t'ryf krd				
4530	10004	tŕsym ān				
2354	10013	tŕsym kn				
4540	10005	tŕsym knym				
4573	10013	tŕsym knym				
3513	3039	tُk šaxš				
1191	3039	tُk šaxš w				
4009	5046	tlašy ke krde bwd				
861	2060	tmam ayn pnje eaš				
5965	2062	tmam bdnš				
3253	2059	tmam dndwnay āŕa grge				
857	2059	tmam dndwnay āŕa grge rw				
1150	3035	tmam dndwnay ayn				
1512	4040	tmam šd				
2270	9026	tmam šd				
274	1033	te baq				
596	2022	te xwnšw lalw -aj_n-				
554	2016	teye krd				
6210	2050	teye krde bwd				
597	2022	tw awn gnje				
3963	5033	tw ayn ŕfs				
2732	1051	tw ayn kdw				
959	3002	tw ayn lwne				
1371	4019	tw bayd byay šyr tw bxwr , mn brm ħsabِ grge ra brsm				
2884	2013	tw bkn				
3892	5015	tw byaban				
4338	8010	tw tle				
1351	4016	tw tndwr				
1643	5024	tw jngl				
1680	5032	tw jngl				
1997	7003	tw jngl				
2010	7004	tw jngl				
1140	3033	tw čše slmwnye				
249	1030	tw xwne				
1228	3043	tw drya				
1980	6018	tw dlm				
2627	1031	tw rae ayn				
56	1006	tw rae ke myrft				
77	1009	tw rw				
2521	1018	tw rw				
4707	1031	tw rw				
6289	6016	tw sr tw				
4169	6006	tw sr mn				
4223	6017	tw sr mn				
3527	3042	tw škm				
3816	4037	tw škm				
1220	3042	tw škm aynw				
1490	4037	tw škm grgw				
1193	3039	tw škmš				
905	2062	tw šykm				
1090	3026	tw šykm grge				
3296	2062	tw šykmš				
3894	5015	tw kwyr				
1306	4009	tw maman mn nysty				
193	1027	tw mnw bxwr				
3368	3010	tw ye swraxe				
6042	5012	twr ansan				
3883	5013	twr ansan				
3908	5021	twr ansan				
3936	5028	twr ansan				
16	1003	twy ayn ħyaţš				
3890	5015	twy jngl				
1767	5048	twy jngl				
1603	5015	twy jngl w tw byaban w tw kwyr				
1878	6002	twy jngly				
1641	5024	twy şħra				
1541	5004	twy şħra w byabwn w jngl				
2657	1033	twy kdw				
816	2055	tyz tyz krd				
1101	3027	tyz krd				
814	2054	tyz krdn				
3441	3025	tyz kny				
3473	3031	tyz kny				
2158	9007	jrát krde				
1779	5049	jryan ayne ye ansan mn w a pa dr āwrde				
1437	4031	jlwy āb				
1436	4031	jlwy rwdxwne				
6250	9012	jlwy mn				
1166	3037	jm' šdn				
1791	5051	jm' šdn				
1794	5052	jm' šdn				
399	1054	jm' šdnd				
29	1005	jm' krd				
4964	2042	jng tw				
4997	2049	jng tw				
5301	4024	jng tw				
5335	4029	jng tw				
1180	3038	jng knnd				
3083	2041	jng mn				
3128	2047	jng mn				
3420	3022	jng mn				
5289	4023	jng mn				
5649	9001	jngly ke zndgy mykrd				
408	1055	jwr dygry				
4710	1032	jwry ayna				
94	1011	čaŕ bšm				
4677	1027	čaŕ w čle				
2532	1020	čaŕ w čle am				
149	1020	čaŕ w čle am šde am , tw mnw bxwr				
2572	1027	čaŕ w čle šdm				
655	2031	čra āxe grye mykny tw				
648	2029	čra grye mykny				
3239	2058	čšmšw čšmšw				
3485	3033	čše slmwnye				
5167	3031	čl bndazm				
96	1011	čle bšm				
2592	1030	čnd rwzy				
230	1030	čnd rwzy rw				
2590	1030	čnd wŕty				
229	1030	čnd wŕty rw				
2466	1008	čnd wŕtye				
4112	5065	če bla´y				
4537	10005	če jwry				
4571	10013	če jwry				
2305	10005	če jwry ayn škarea ra byn xwdmwn tŕsym knym				
2356	10013	če jwry ayna rw tŕsym knym w bxwrym				
529	2013	če zwd				
5697	9018	če šrţy				
2965	2024	če ŕdr				
2642	1032	če kar				
795	2052	če kar				
4100	5064	če karknm				
3314	3002	čear ta				
962	3003	čear ta				
3320	3003	čear ta				
956	3002	čear ta bče				
966	3003	čear ta pnj ta				
4621	1003	čwb kbryt				
1612	5017	čy šde				
5818	1030	čyde bwdn				
3099	2043	čyz krdn				
1730	5042	ħaźr krd				
5439	5040	ħaźr kn				
1563	5009	ħal ke pyr šdm				
1440	4032	ħala bšynym āb bxwrym				
473	2006	ħbe angwr mn				
2865	2011	ħbe angwr mn				
2925	2018	ħbe angwr mn				
4906	2025	ħbe angwr mn				
4911	2026	ħbe angwr mn				
5682	9014	ħrş ayn šyre				
4426	9014	ħrş ayn šyre rw				
5266	4019	ħsabِ grge				
3664	4019	ħsabِ grge ra				
4366	9001	ħsab mybrdn				
556	2016	ħna r				
3934	5027	ħywan jngl				
5774	10014	ħywan ħyle gr				
5596	7005	ħywwn wħšy				
4259	7005	ħywwn wħšy awmd				
3617	4013	xak zqal				
2431	1005	xale pyrzn				
2509	1015	xale pyrzn				
4651	1015	xale pyrzn				
4670	1023	xale pyrzn				
389	1053	xale pyrzn				
403	1054	xale pyrzn				
2661	1033	xale pyrzne				
287	1033	xale pyrzne rw				
11	1002	xale pyrzny				
2460	1007	xale pyrezn				
285	1033	xaly krdnd				
4796	2001	xday merbwn				
4258	7005	xrse mçla˝ bznš ya čyzš kne dwrš kne				
2386	10017	xrgwš ra				
2812	2005	xwast bre be şħra				
3961	5033	xwasty astraħt kny				
4676	1027	xwb xwb				
4956	2041	xwrde šngwl mn , mngwl mn				
4984	2047	xwrde šngwl mn mngwl mn				
220	1029	xwš bš krdn				
2261	9025	xwnryzy krd				
4480	9022	xwnryzy mykrd				
2858	2010	xwne bz bz ŕndy				
2450	1005	xwne dxtrš				
2577	1028	xwne dxtrš				
225	1029	xwne dxtrš				
231	1030	xwne dxtrš				
1123	3030	xwne slmany				
775	2050	xwne ŕaźy				
839	2057	xwne ŕaźy				
2826	2006	xwne ma				
1889	6003	xys myše				
1891	6004	xys myše				
2363	10014	xyly āram				
107	1013	xyly xwb				
2539	1021	xyly xwb				
1715	5038	daxl ŕfs				
4771	1055	dad w fryad				
4774	1055	dad w fryad				
6266	1055	dad w fryad				
6183	1055	dad w fryad ayn				
2759	1055	dad w fryad mykne				
777	2051	dastan zndgyšm				
2269	9026	dastan mam				
2335	10010	dr ayn ħal				
1008	3011	dr bare				
2942	2021	dr baz krdn				
485	2006	dr baz nkny na				
2579	1029	dr baq ke rsyd				
536	2014	dr bkn				
2345	10011	dr ja				
2278	10001	dr jngly				
1337	4016	dr ħyaţ				
5778	10014	dr ħylegry				
2962	2023	dr xwnšwn				
607	2023	dr xwnšwn baze				
6193	2024	dr xwne				
507	2010	dr xwne bz bz ŕndy				
2862	2010	dr zdn				
3388	3014	dr šd				
3982	5039	dr ŕfs				
5433	5040	dr ŕfs				
4010	5047	dr ŕfs				
1759	5047	dr ŕfs rw				
1718	5039	dr ŕfs w				
3984	5040	dr ŕfs w				
1721	5040	dr ŕfs w bst				
2654	1033	dr kdw				
281	1033	dr kdw rw				
2062	8005	dr ntyje				
5947	2058	dr embwne				
5172	3032	dr embwne				
5024	2058	dr embwne r				
3476	3032	dr embwne r				
3700	4023	dr ewa				
3751	4028	dr ewa				
3334	3004	dr wa nknyn grg bya bxrtwn				
2129	9001	dr ye jngly ke zndgy mykrd				
1808	5055	drxt bzrgy				
2421	1003	drxt snjd				
2427	1004	drxt snjd				
32	1005	drst krd				
239	1030	drst krd				
246	1030	drst krd				
1712	5037	drst krd				
481	2006	drst krde				
3973	5036	drst kn				
1688	5032	drst knm				
1690	5032	drst knm				
833	2057	drš				
292	1034	drš rw				
1116	3029	drš grft				
211	1029	dre rw				
3841	5001	dst ansan				
5364	5007	dst ansan				
5393	5018	dst ansan				
5453	5048	dst ansan				
5455	5048	dst ansan				
5524	5067	dst ansan				
5526	5067	dst ansan ħyle gr				
3246	2059	dst ayn āŕa grge				
4044	5054	dst ayna				
1782	5050	dst be dst				
2883	2013	dst w pa				
582	2020	dst w pat				
5898	2021	dst w paš				
2937	2021	dst w pašw				
661	2032	dst w pašw				
3013	2032	dst w pašw				
4828	2008	dst w pay				
4857	2015	dst w pay				
5886	2015	dst w pay				
4876	2019	dst w pay				
5927	2031	dst w pay				
2845	2008	dst w pay madr ma				
4859	2015	dst w pay madr ma				
2901	2015	dst w pay madr ma , ħna´ye				
494	2008	dst w pay madr ma ħna´ye				
2929	2019	dst w pay maman ma				
4924	2031	dst w pay maman ma				
3012	2031	dst w pay maman ma ħna´ye				
2897	2015	dst w pay mamanšwn				
121	1014	dšty rw				
3803	4035	d'wa knn				
1468	4036	d'wa knn				
1179	3038	d'wa knnd				
1081	3025	dlm myxwad aynŕdr ayn šax eay mnw tyz kny				
525	2012	dm dr				
1300	4008	dm dr				
2170	9009	dnbal škar				
1211	3041	dndwna r				
5045	2059	dndwnay āŕa grge				
3496	3035	dndwnay ayn				
5192	3044	de ta				
3539	3044	de ta grg				
3115	2046	dw pa				
3116	2046	dw pa				
5254	4016	dw ta				
3698	4023	dw šax				
3749	4028	dw šax				
566	2017	dw mrtbe				
652	2030	dw mrtbe				
669	2033	dw mrtbe				
386	1052	dw nşf				
3266	2061	dw nfr				
6298	1055	dwrbr				
5595	7005	dwrš kne				
4152	6005	dwst ansan ke ba awn dwst bwde				
1990	7002	dwsty xale xrse				
1836	5060	dwla šd				
2565	1027	dydar taze				
587	2021	dydn ke are dst w paš ] ħna´ye [ dr baz krdn				
2186	9010	dyge az ayn yky āxrye xyly bayd mwaẓbt bknm				
1242	3045	dyge ayn df'e myxwrtwn				
4728	1034	dyge pyda nbwd				
1239	3044	dyge gwl nxwryn de ta grg aynja est				
218	1029	đwŕ krdn				
44	1005	rae aftad				
4692	1031	rae ayn				
2452	1006	rae ke myrft				
116	1014	rd krd				
119	1014	rd krd				
122	1014	rd krd				
265	1032	rd krdm				
5926	2031	rftn šma				
4378	9004	rfte bwd				
4381	9004	rfte bwd				
784	2052	rfte bwdm				
4174	6008	rfyŕ mny				
2913	2016	rng grft				
4862	2016	rng grft				
2911	2016	rng grft w be dstaš malyd				
1326	4013	rng mykne				
1566	5009	rea krd				
1537	5003	reaš krd				
1599	5014	reaš krd				
1638	5023	reaš krd				
1850	5063	rw ayn				
4072	5060	rw bdn mn				
1838	5060	rw bdn mn rw pšt mn yky yky mçl nrdban brym				
4061	5058	rw pšt				
4073	5060	rw pšt mn				
693	2036	rw pštbwn				
701	2036	rw pštbwn				
2037	7008	rw pše				
1733	5042	rw sr šyr				
2014	7004	rw şwrt ayn yarw				
2024	7006	rw şwrt yarw				
837	2057	rw kwlšw				
2251	9022	rwbae az dwr dyd ke xwb astandar šdy				
