通番	文番号	単語	標準ペルシア語１	標準ペルシア語２	標準ペルシア語3	標準ペルシア語４
2782	1055	به خانه اش				
461	2004	به خونش				
930	2064	به خونش				
1249	3047	به خونش				
1519	4041	به خونه اش				
202	1028	به خونه دخترش				
5862	1055	به داد و فریاد این				
1740	5043	به دادم				
4305	8004	به دام				
85	1011	به دخترم				
138	1017	به دخترم				
2528	1019	به دخترم				
188	1027	به دخترم				
509	2010	به در زدن				
4030	5050	به دست				
4864	2016	به دستاش				
558	2016	به دستشو				
1777	5049	به دوستاش				
2349	10012	به روباه				
6295	1005	به روزه قبل				
6261	1005	به روزه قبل پخته بود				
926	2064	به سر				
1245	3046	به سر				
1515	4041	به سر				
2341	10010	به سر گرگ				
4113	5065	به سرش				
5699	9019	به شما				
1645	5024	به شیر				
1675	5031	به شیر				
1775	5049	به شیرا				
1970	6016	به شیره				
451	2004	به صحرا				
455	2004	به صحرا				
4810	2005	به صحرا				
785	2052	به صحرا				
1272	4002	به صحرا				
3573	4003	به صحرا				
5215	4003	به صحرا				
1796	5052	به طرف انسان				
2382	10016	به عنوان شام				
2377	10015	به عنوان ناهار				
4126	5067	به فرار				
3937	5029	به کار				
5502	5063	به کار				
1670	5029	به کار برد				
4095	5063	به کار برد				
2065	8005	به گرگه				
6159	10004	به مقرّ				
2632	1031	به من				
5578	6018	به من				
5961	2061	به میدون جنگ				
3986	5040	به همسرش				
1723	5040	به همسرش گفت برام آبجوش حاضر کن				
2376	10015	به هنگام ظهر				
3069	2040	به هوا				
689	2036	به هوای چیز				
1607	5016	به یه اسب				
4435	9014	به یه استانی				
264	1032	به یه پلوتیکی				
1546	5004	به یه شتر				
4448	9017	به یه شرط				
62	1006	به یه شغاله				
126	1014	به یه گرگه				
2215	9014	به یه گرگی				
1108	3028	بی ادبی				
1132	3033	بی ادبی				
3716	4024	بی الله				
3720	4024	بی الله				
3762	4029	بی الله				
3765	4029	بی الله				
3693	4022	بی دندون				
3744	4027	بی دندون				
142	1018	بیا که من تو رو بخورمت				
6136	9012	بیاد جلوی من				
1145	3033	بیچاره رو				
115	1014	بیشه ای رو				
4778	1055	بیل و داس				
4539	10005	بین خودمون				
1029	3015	پ کو شنگول منگول				
4370	9002	پادشاه جنگله				
908	2062	پاره کرد				
1092	3026	پاره کنم				
696	2036	پاش کوبیدن				
2914	2016	پاک کرد				
562	2016	پاک کرد و اومد				
1176	3038	پالاپالا پریدن				
1955	6014	پایین کارت دارم				
6296	1005	پخته بود				
1148	3034	پدری ازت دربیارم				
711	2039	پر از خاک				
741	2045	پر از خاک				
459	2004	پر از شیر				
4913	2027	پر از شیر				
764	2050	پر از ماستی که قبلاً تهیه کرده بود				
1111	3028	پر باد				
1046	3019	پر خاک				
1075	3024	پر کرد				
3432	3024	پر کره و پنیر				
5252	4016	پر گل				
2984	2027	پستون پر از شیر				
204	1029	پشت در باغ که رسید				
5487	5060	پشت من				
3669	4020	پشتبوم خرسه				
3727	4025	پشتبوم گرگه				
4687	1030	پشم گوسفندائی				
2603	1030	پشم گوسفندائی که چیده بودن				
2031	7007	پشه باز میاد میشینه				
3321	3003	پنج تا				
1078	3024	پهلو نجار				
4472	9021	پوست اینو				
276	1033	پیدا کرد				
279	1033	پیدا کرد				
3176	2051	پیدا کردم				
1999	7003	پیدا میکنه				
5828	1034	پیدا نبود				
3887	5014	پیر شد				
5370	5009	پیر شدم				
3633	4016	پیرن پر گل				
4451	9017	پیش شیره				
1825	5059	تا اون انسان و بکشیم پایین				
1573	5011	تا به حال				
1002	3010	تا در وا کرد				
4475	9021	تا دمش				
1531	5002	تا زمانی که جوان بود				
1634	5022	تا زمانی که قدرت داشت توانائی داشت				
1558	5008	تا زمانی که قدرت داشتم				
2090	8010	تا گرگه پرید که گوشت و ورداره				
2245	9021	تا گف بله				
1864	5065	تا گفت آبجوش				
1039	3017	تاپتاپ زدن				
735	2043	تاپتاپ کردن				
3405	3018	تاپتاپ میکنه				
2772	1055	تار میکنند				
6106	6016	تبری که من زدم تو سر تو				
3683	4022	تُپ تُپ میکنه				
3734	4027	تُپ تُپ میکنه				
779	2051	تعریف کرد				
4530	10004	تقسیم آن				
2354	10013	تقسیم کن				
4540	10005	تقسیم کنیم				
4573	10013	تقسیم کنیم				
3513	3039	تُک شاخش				
1191	3039	تُک شاخش و				
4009	5046	تلاشی که کرده بود				
861	2060	تمام این پنجه هاش				
5965	2062	تمام بدنش				
3253	2059	تمام دندونای آقا گرگه				
857	2059	تمام دندونای آقا گرگه رو				
1150	3035	تمام دندونای این				
1512	4040	تمام شد				
2270	9026	تمام شد				
274	1033	ته باغ				
596	2022	ته خونشو لالو -aj_n-				
554	2016	تهیه کرد				
6210	2050	تهیه کرده بود				
597	2022	تو اون گنجه				
3963	5033	تو این قفس				
2732	1051	تو این کدو				
959	3002	تو این لونه				
1371	4019	تو باید بیای شیر تو بخور ، من برم حسابِ گرگه را برسم				
2884	2013	تو بکن				
3892	5015	تو بیابان				
4338	8010	تو تله				
1351	4016	تو تندور				
1643	5024	تو جنگل				
1680	5032	تو جنگل				
1997	7003	تو جنگل				
2010	7004	تو جنگل				
1140	3033	تو چشه سلمونیه				
249	1030	تو خونه				
1228	3043	تو دریا				
1980	6018	تو دلم				
2627	1031	تو راه این				
56	1006	تو راه که میرفت				
77	1009	تو رو				
2521	1018	تو رو				
4707	1031	تو رو				
6289	6016	تو سر تو				
4169	6006	تو سر من				
4223	6017	تو سر من				
3527	3042	تو شکم				
3816	4037	تو شکم				
1220	3042	تو شکم اینو				
1490	4037	تو شکم گرگو				
1193	3039	تو شکمش				
905	2062	تو شیکم				
1090	3026	تو شیکم گرگه				
3296	2062	تو شیکمش				
3894	5015	تو کویر				
1306	4009	تو مامان من نیستی				
193	1027	تو منو بخور				
3368	3010	تو یه سوراخه				
6042	5012	تور انسان				
3883	5013	تور انسان				
3908	5021	تور انسان				
3936	5028	تور انسان				
16	1003	توی این حیاطش				
3890	5015	توی جنگل				
1767	5048	توی جنگل				
1603	5015	توی جنگل و تو بیابان و تو کویر				
1878	6002	توی جنگلی				
1641	5024	توی صحرا				
1541	5004	توی صحرا و بیابون و جنگل				
2657	1033	توی کدو				
816	2055	تیز تیز کرد				
1101	3027	تیز کرد				
814	2054	تیز کردن				
3441	3025	تیز کنی				
3473	3031	تیز کنی				
2158	9007	جرأت کرده				
1779	5049	جریان اینه یه انسان من و ا پا در آورده				
1437	4031	جلوی آب				
1436	4031	جلوی رودخونه				
6250	9012	جلوی من				
1166	3037	جمع شدن				
1791	5051	جمع شدن				
1794	5052	جمع شدن				
399	1054	جمع شدند				
29	1005	جمع کرد				
4964	2042	جنگ تو				
4997	2049	جنگ تو				
5301	4024	جنگ تو				
5335	4029	جنگ تو				
1180	3038	جنگ کنند				
3083	2041	جنگ من				
3128	2047	جنگ من				
3420	3022	جنگ من				
5289	4023	جنگ من				
5649	9001	جنگلی که زندگی میکرد				
408	1055	جور دیگری				
4710	1032	جوری اینا				
94	1011	چاق بشم				
4677	1027	چاق و چله				
2532	1020	چاق و چله ام				
149	1020	چاق و چله ام شده ام ، تو منو بخور				
2572	1027	چاق و چله شدم				
655	2031	چرا آخه گریه میکنی تو				
648	2029	چرا گریه میکنی				
3239	2058	چشمشو چشمشو				
3485	3033	چشه سلمونیه				
5167	3031	چل بندازم				
96	1011	چله بشم				
2592	1030	چند روزی				
230	1030	چند روزی رو				
2590	1030	چند وقتی				
229	1030	چند وقتی رو				
2466	1008	چند وقتیه				
4112	5065	چه بلائی				
4537	10005	چه جوری				
4571	10013	چه جوری				
2305	10005	چه جوری این شکارها را بین خودمون تقسیم کنیم				
2356	10013	چه جوری اینا رو تقسیم کنیم و بخوریم				
529	2013	چه زود				
5697	9018	چه شرطی				
2965	2024	چه قدر				
2642	1032	چه کار				
795	2052	چه کار				
4100	5064	چه کارکنم				
3314	3002	چهار تا				
962	3003	چهار تا				
3320	3003	چهار تا				
956	3002	چهار تا بچه				
966	3003	چهار تا پنج تا				
4621	1003	چوب کبریت				
1612	5017	چی شده				
5818	1030	چیده بودن				
3099	2043	چیز کردن				
1730	5042	حاضر کرد				
5439	5040	حاضر کن				
1563	5009	حال که پیر شدم				
1440	4032	حالا بشینیم آب بخوریم				
473	2006	حبه انگور من				
2865	2011	حبه انگور من				
2925	2018	حبه انگور من				
4906	2025	حبه انگور من				
4911	2026	حبه انگور من				
5682	9014	حرص این شیره				
4426	9014	حرص این شیره رو				
5266	4019	حسابِ گرگه				
3664	4019	حسابِ گرگه را				
4366	9001	حساب میبردن				
556	2016	حنا ر				
3934	5027	حیوان جنگل				
5774	10014	حیوان حیله گر				
5596	7005	حیوون وحشی				
4259	7005	حیوون وحشی اومد				
3617	4013	خاک زغال				
2431	1005	خاله پیرزن				
2509	1015	خاله پیرزن				
4651	1015	خاله پیرزن				
4670	1023	خاله پیرزن				
389	1053	خاله پیرزن				
403	1054	خاله پیرزن				
2661	1033	خاله پیرزنه				
287	1033	خاله پیرزنه رو				
11	1002	خاله پیرزنی				
2460	1007	خاله پیرهزن				
285	1033	خالی کردند				
4796	2001	خدای مهربون				
4258	7005	خرسه مثلاً بزنش یا چیزش کنه دورش کنه				
2386	10017	خرگوش را				
2812	2005	خواست بره به صحرا				
3961	5033	خواستی استراحت کنی				
4676	1027	خوب خوب				
4956	2041	خورده شنگول من ، منگول من				
4984	2047	خورده شنگول من منگول من				
220	1029	خوش بش کردن				
2261	9025	خونریزی کرد				
4480	9022	خونریزی میکرد				
2858	2010	خونه بز بز قندی				
2450	1005	خونه دخترش				
2577	1028	خونه دخترش				
225	1029	خونه دخترش				
231	1030	خونه دخترش				
1123	3030	خونه سلمانی				
775	2050	خونه قاضی				
839	2057	خونه قاضی				
2826	2006	خونه ما				
1889	6003	خیس میشه				
1891	6004	خیس میشه				
2363	10014	خیلی آرام				
107	1013	خیلی خوب				
2539	1021	خیلی خوب				
1715	5038	داخل قفس				
4771	1055	داد و فریاد				
4774	1055	داد و فریاد				
6266	1055	داد و فریاد				
6183	1055	داد و فریاد این				
2759	1055	داد و فریاد میکنه				
777	2051	داستان زندگیشم				
2269	9026	داستان مام				
2335	10010	در این حال				
1008	3011	در باره				
2942	2021	در باز کردن				
485	2006	در باز نکنی نا				
2579	1029	در باغ که رسید				
536	2014	در بکن				
2345	10011	در جا				
2278	10001	در جنگلی				
1337	4016	در حیاط				
5778	10014	در حیلهگری				
2962	2023	در خونشون				
607	2023	در خونشون بازه				
6193	2024	در خونه				
507	2010	در خونه بز بز قندی				
2862	2010	در زدن				
3388	3014	در شد				
3982	5039	در قفس				
5433	5040	در قفس				
4010	5047	در قفس				
1759	5047	در قفس رو				
1718	5039	در قفس و				
3984	5040	در قفس و				
1721	5040	در قفس و بست				
2654	1033	در کدو				
281	1033	در کدو رو				
2062	8005	در نتیجه				
5947	2058	در همبونه				
5172	3032	در همبونه				
5024	2058	در همبونه ر				
3476	3032	در همبونه ر				
3700	4023	در هوا				
3751	4028	در هوا				
3334	3004	در وا نکنین گرگ بیا بخرتون				
2129	9001	در یه جنگلی که زندگی میکرد				
1808	5055	درخت بزرگی				
2421	1003	درخت سنجد				
2427	1004	درخت سنجد				
32	1005	درست کرد				
239	1030	درست کرد				
246	1030	درست کرد				
1712	5037	درست کرد				
481	2006	درست کرده				
3973	5036	درست کن				
1688	5032	درست کنم				
1690	5032	درست کنم				
833	2057	درش				
292	1034	درش رو				
1116	3029	درش گرفت				
211	1029	دره رو				
3841	5001	دست انسان				
5364	5007	دست انسان				
5393	5018	دست انسان				
5453	5048	دست انسان				
5455	5048	دست انسان				
5524	5067	دست انسان				
5526	5067	دست انسان حیله گر				
3246	2059	دست این آقا گرگه				
4044	5054	دست اینا				
1782	5050	دست به دست				
2883	2013	دست و پا				
582	2020	دست و پات				
5898	2021	دست و پاش				
2937	2021	دست و پاشو				
661	2032	دست و پاشو				
3013	2032	دست و پاشو				
4828	2008	دست و پای				
4857	2015	دست و پای				
5886	2015	دست و پای				
4876	2019	دست و پای				
5927	2031	دست و پای				
2845	2008	دست و پای مادر ما				
4859	2015	دست و پای مادر ما				
2901	2015	دست و پای مادر ما ، حنائیه				
494	2008	دست و پای مادر ما حنائیه				
2929	2019	دست و پای مامان ما				
4924	2031	دست و پای مامان ما				
3012	2031	دست و پای مامان ما حنائیه				
2897	2015	دست و پای مامانشون				
121	1014	دشتی رو				
3803	4035	دعوا کنن				
1468	4036	دعوا کنن				
1179	3038	دعوا کنند				
1081	3025	دلم میخواد اینقدر این شاخ های منو تیز کنی				
525	2012	دم در				
1300	4008	دم در				
2170	9009	دنبال شکار				
1211	3041	دندونا ر				
5045	2059	دندونای آقا گرگه				
3496	3035	دندونای این				
5192	3044	ده تا				
3539	3044	ده تا گرگ				
3115	2046	دو پا				
3116	2046	دو پا				
5254	4016	دو تا				
3698	4023	دو شاخ				
3749	4028	دو شاخ				
566	2017	دو مرتبه				
652	2030	دو مرتبه				
669	2033	دو مرتبه				
386	1052	دو نصف				
3266	2061	دو نفر				
6298	1055	دوربر				
5595	7005	دورش کنه				
4152	6005	دوست انسان که با اون دوست بوده				
1990	7002	دوستی خاله خرسه				
1836	5060	دولا شد				
2565	1027	دیدار تازه				
587	2021	دیدن که اره دست و پاش ] حنائیه [ در باز کردن				
2186	9010	دیگه از این یکی آخریه خیلی باید مواظبت بکنم				
1242	3045	دیگه این دفعه میخورتون				
4728	1034	دیگه پیدا نبود				
1239	3044	دیگه گول نخورین ده تا گرگ اینجا هست				
218	1029	ذوق کردن				
44	1005	راه افتاد				
4692	1031	راه این				
2452	1006	راه که میرفت				
116	1014	رد کرد				
119	1014	رد کرد				
122	1014	رد کرد				
265	1032	رد کردم				
5926	2031	رفتن شما				
4378	9004	رفته بود				
4381	9004	رفته بود				
784	2052	رفته بودم				
4174	6008	رفیق منی				
2913	2016	رنگ گرفت				
4862	2016	رنگ گرفت				
2911	2016	رنگ گرفت و به دستاش مالید				
1326	4013	رنگ میکنه				
1566	5009	رها کرد				
1537	5003	رهاش کرد				
1599	5014	رهاش کرد				
1638	5023	رهاش کرد				
1850	5063	رو این				
4072	5060	رو بدن من				
1838	5060	رو بدن من رو پشت من یکی یکی مثل نردبان بریم				
4061	5058	رو پشت				
4073	5060	رو پشت من				
693	2036	رو پشتبون				
701	2036	رو پشتبون				
2037	7008	رو پشه				
1733	5042	رو سر شیر				
2014	7004	رو صورت این یارو				
2024	7006	رو صورت یارو				
837	2057	رو کولشو				
2251	9022	روباه از دور دید که خوب استاندار شدی				
2190	9011	روباه حیله گر				
2358	10014	روباه که حیوان حیله گر و مکاریست و در حیلهگری خیلی مشهور است				
2191	9011	روز بعدشم				
3205	2055	روز جنگ				
6308	1005	روزه قبل				
2281	10002	روزی از روز ها				
2778	1055	روی الاغ یا قاطری				
39	1005	روی سرش				
4225	6018	زخم زبونی				
1978	6018	زخم زبونی که تو به من زدی				
5966	2062	زخمی کنه				
1535	5003	زمانی که پیر شد				
3845	5002	زمانی که جوان بود				
3910	5022	زمانی که قدرت داشت توانائی داشت				
3868	5008	زمانی که قدرت داشتم				
1637	5023	زمانی که ناتوان شد				
5276	4022	زن ما				
5312	4027	زن ما				
3692	4022	زن ما رو				
3743	4027	زن ما رو				
6246	9001	زندگی میکرد				
1882	6002	زندگی میکردند				
2279	10001	زندگی میکردند				
6160	10004	زندگیشون آوردند				
416	1056	زنده بوده				
395	1054	زوزه کشیدن				
1848	5063	زیر بقیه شیرا				
5520	5065	زیر شیرا				
1983	7001	زیر گنبد کبود				
415	1056	سال های سالی				
2783	1056	سال های سالی				
27	1005	سالهای سال				
1892	6004	سر این				
86	1011	سر بزنم				
139	1017	سر بزنم				
2529	1019	سر بزنم				
189	1027	سر بزنم				
6305	6016	سر تو				
2506	1015	سر راش				
129	1015	سر راش و				
2629	1031	سر راه				
2457	1007	سر راهش				
65	1007	سر راهش و				
3997	5042	سر شیر				
4562	10010	سر گرگ				
5547	6006	سر من				
5560	6015	سر من				
5573	6017	سر من				
4205	6015	سر من و				
1963	6015	سر من و نگاه کن ببین اثری ا اون زخمه هست				
1966	6016	سرش و				
496	2009	سفارش زیاد				
2967	2024	سفارش کردم				
5751	10005	سلطان جنگل				
2312	10007	سلطان جنگل				
4368	9002	سلطان جنگله				
1126	3031	سلمانی دلم میخواد اینقدر این دندونای منو تیز کنی که همین برسم چل بندازم و گرگ را خورده باشم				
996	3008	سم داره سمش نشون داد				
2797	2002	سه تا				
4371	9003	سه تا				
4511	10002	سه تا				
434	2002	سه تا بچه				
2136	9003	سه تا بچه				
4519	10003	سه دوست				
4063	5058	سوار بشین				
1852	5063	سوار شدن				
6077	5060	سوخته بود				
2664	1033	سوغاتی که براش گذاشته بودند				
1100	3027	شاخ بز بز قندی				
1218	3042	شاخ ر				
1586	5014	شتر رو				
2533	1020	شده ام				
3244	2059	شده بود				
2046	8001	شده بودن				
2235	9019	شرطش اینه که هر چی به شما گف ، شما با سرت بگو که بله ، بله				
394	1054	شروع کرد				
508	2010	شروع کرد				
620	2026	شروع کرد				
650	2030	شروع کرد				
695	2036	شروع کرد				
732	2043	شروع کرد				
812	2054	شروع کرد				
2293	10003	شکار کنن				
6158	10004	شکارهاشان را				
4458	9019	شما با سرت بگو که بله ، بله				
491	2007	شما در باز نکنید				
3385	3013	شنگول ، منگول ، حبه انگور				
3087	2042	شنگول تو				
3133	2049	شنگول تو				
3423	3023	شنگول تو				
3714	4024	شنگول تو				
3761	4029	شنگول تو				
468	2006	شنگول من				
2863	2011	شنگول من				
2921	2018	شنگول من				
4902	2025	شنگول من				
4907	2026	شنگول من				
3075	2040	شنگول من				
6203	2041	شنگول من				
3120	2046	شنگول من				
6206	2047	شنگول من				
1059	3021	شنگول من				
3585	4004	شنگول من				
3600	4008	شنگول من				
3620	4014	شنگول من				
3644	4018	شنگول من				
3704	4023	شنگول من				
3755	4028	شنگول من				
5930	2041	شنگول من ، منگول من				
573	2018	شنگول من ، منگول من ، حبه انگور من				
614	2025	شنگول من ، منگول من ، حبه انگور من				
2972	2025	شنگول من ، منگول من ، حبه انگور من				
2977	2026	شنگول من ، منگول من ، حبه انگور من				
621	2026	شنگول من ، منگول من ، حبه انگور من ، کجا هستین				
1286	4004	شنگول من ، منگول من در باز کن مادرتام				
5938	2047	شنگول من منگول من				
1331	4014	شنگول من منگول من ، در باز کن مامان تام				
1361	4018	شنگول من منگول من بیا بزه میاد که شیر بده				
514	2011	شنگول من منگول من حبه انگور من				
1302	4008	شنگول من منگول من در باز کن مامان تام				
918	2063	شنگول منگولو				
590	2022	شنگول و منگول				
3029	2035	شنگول و منگول				
5107	3010	شنگول و منگول				
3564	4002	شنگول و منگول				
3632	4016	شنگول و منگول				
1492	4037	شنگول و منگول				
1343	4016	شنگول و منگول پیرن پر گل				
681	2035	شنگول و منگول گرفتو با خودش برد و منم فرار کردم اومد اینجا قایم شدم				
3363	3010	شنگول و منگول و				
850	2059	شنیده بود				
4111	5065	شنیده بود				
4175	6008	شوخی کردم				
3659	4019	شیر تو				
3150	2050	شیر خودش				
1697	5034	شیر رام				
1673	5030	شیر قویه من و از پا در میاره				
2301	10005	شیر که سلطان جنگل است				
1714	5038	شیر و				
4129	6001	شیر و انسان				
2247	9021	شیره چنگ انداخت و پوست اینو از کله اش کند تا دمش				
2240	9020	شیره گفت که بچه های منو تو خوردی				
4069	5060	شیری که سوخته بود				
4080	5063	شیری که سوخته بود				
907	2062	شیکم آقا گرگه رو				
3443	3026	شیکم گرگه				
2118	8013	صاحب تله				
2121	8014	صاحب تله				
3859	5004	صحرا و بیابون و جنگل				
3384	3013	صدا کرد				
1020	3013	صدا کرد شنگول ، منگول ، حبه انگور				
2985	2027	صدای گریه				
642	2028	صدای گریه				
640	2027	صدای گریه میداد				
617	2025	صدایی نمیاد				
4254	7004	صورت این یارو				
4263	7006	صورت یارو				
4039	5052	طرف انسان				
295	1034	طوری که دیگه پیدا نبود				
160	1022	طی کرد				
4635	1006	طی کردن				
5274	4022	عروس ما				
5308	4027	عروس ما				
3688	4022	عروس ما رو				
3740	4027	عروس ما رو				
2337	10010	عصبانی شد				
4593	10016	عنوان شام				
4589	10015	عنوان ناهار				
90	1011	غذاهای خوب خوب				
2568	1027	غذاهای خوب خوب				
7	1001	غیر از خدا				
427	2001	غیر از خدای مهربون				
594	2022	فرار کرد				
1762	5047	فرار کرد				
1764	5048	فرار کرد				
1804	5054	فرار کرد				
4117	5065	فرار کرد				
3035	2035	فرار کردم				
3900	5018	فرار کردم				
4171	6006	فرار کن				
4179	6011	فرار کن				
1930	6011	فرار کن برو و ایستی میخورمت				
4479	9022	فرار میکرد				
1934	6012	فرار میکنه				
3260	2061	فردای اونروز				
865	2061	فردای اونروز که قرار بود اینا برن به میدون جنگ				
1219	3042	فرو کرد				
1701	5035	فریب خورد				
1135	3033	فس فس فس فس				
373	1051	فکر کرد				
999	3009	فکر میکردند				
2360	10014	فکری کرد				
420	1056	فوت میکند				
841	2058	قاضی وقتی که در همبونه ر باز کرد				
598	2022	قایم شد				
3369	3010	قایم شد				
3038	2035	قایم شدم				
1353	4016	قایم میشه				
19	1003	قد یه چوب کبریت				
2419	1002	قد یه غربیل				
1533	5002	قدرت داشت انسان از او بار کشید				
5053	2061	قرار بود				
1312	4011	قصه اش اینو				
1875	6001	قصه شیر و انسان				
925	2064	قصه ما				
943	2065	قصه ما				
1244	3046	قصه ما				
1514	4041	قصه ما				
3975	5037	قفس قوی				
322	1039	قل بده				
342	1044	قل بده				
368	1050	قل بده				
4734	1036	قل بزن				
4749	1042	قل بزن				
4764	1047	قل بزن				
4752	1046	قل قل قل				
2710	1046	قل قل قل زنون				
353	1046	قل قل قل زنون اومد و اومد و اومد و اومد				
4737	1041	قل قل قل قل قل قل				
2690	1041	قل قل قل قل قل قل زنون				
330	1041	قل قل قل قل قل قل زنون اومد و اومد و اومد و اومد				
2674	1035	قل میخورد				
326	1040	قلش داد				
348	1045	قلش داد				
297	1035	قلش دادند				
1448	4033	قورت میده				
2318	10007	کار آسونی				
2316	10007	کار خوبی				
2370	10015	کار مشکلی				
1550	5005	کجا میری				
376	1051	کدو رو				
2680	1036	کدو قل بزن				
2697	1042	کدو قل بزن				
2715	1047	کدو قل بزن				
2650	1033	کدوی بزرگی				
278	1033	کدوی بزرگی رو				
2938	2021	کرد تو				
662	2032	کرد تو				
6279	2050	کرده بود				
6063	5046	کرده بود				
5148	3024	کره و پنیر				
3448	3027	کره و پنیر				
1098	3027	کره و پنیر و				
4776	1055	کشاورزانی که اون دوربر بودند				
2346	10011	کشته شد				
768	2050	کشک و پنیر و کره				
248	1030	کمک شون				
251	1030	کمک شون				
236	1030	کمک میکرد				
4292	8002	کنار دهی				
1212	3041	کندن دیگه				
894	2062	که ، بتونه اینه گاز بگیره دندون نداشت اومد پنج باندازه تمام بدنش زخمی کنه ، باز ناخن نداشت				
4782	1055	که ، داشتند به داد و فریاد این میرسند				
2940	2021	که اره دست و پاش ] حنائیه				
780	2051	که اره یه همچین مصیبتی من پیدا کردم				
602	2023	که از صحرا برگشت				
5187	3040	که الان دندون ندارم				
1856	5063	که انسان و بگیرن این حیله ای به کار برد				
5853	1055	که اون دوربر بودند				
2088	8009	که اون ها اون چیزه اون گوشته				
171	1023	که ای خاله پیرزن خوب شد اومدی و من دارم از گشنگی میمیرم				
2968	2024	که این در خونه رو باز نذارین				
1000	3009	که این مادرشونه				
2056	8003	که این یه تله ایه				
2060	8004	که اینو به دام بندازن به تله بندازن				
6094	6005	که با اون دوست بوده				
374	1051	که باید ، یک چیزی باشه ، تو این کدو				
257	1030	که باید بر گرده				
4464	9020	که بچه های منو تو خوردی				
4726	1033	که براش گذاشته بودند				
1466	4035	که برم باهم دیگه دعوا کنن				
54	1005	که بره خونه دخترش				
658	2031	که بعد از رفتن شما آقا گرگه اومد ، اینجا در زد ، ما گفتیم دست و پای مامان ما حنائیه				
5704	9019	که بله ، بله				
6171	1005	که به روزه قبل پخته بود				
2217	9014	که بیا برو این شیره میخواد به یه استانی استاندار بفرسته				
3853	5003	که پیر شد				
1597	5014	که پیر شد				
3872	5009	که پیر شدم				
4226	6018	که تو به من زدی				
5350	5002	که جوان بود				
270	1032	که چه کار کنم				
4688	1030	که چیده بودن				
2212	9014	که حرص این شیره رو بخوابونه				
1677	5031	که حیفه				
4577	10014	که حیوان حیله گر و مکاریست و در حیلهگری خیلی مشهور است				
133	1015	که خاله پیرزن ، تو کجا میری				
4484	9022	که خوب استاندار شدی				
1819	5057	که خوب نمیتونه به انسان برسه				
152	1021	که خیلی خوب				
411	1055	که داد و فریاد میکنه و از داد و فریاد این کشاورزانی که اون دوربر بودند نزدیک بودن با بیل و داس و اون چیز هائی که ، وسایل کشاورزی که ، داشتند به داد و فریاد این میرسند واونارو تار میکنند از دورور اینو بعد یخاله پیرزن و روی الاغ یا قاطری مینشونند و میبرنش به خانه اش				
3230	2058	که در همبونه ر باز کرد				
533	2013	که دست و پا تو بکن ببینم چجوریه				
580	2019	که دست و پای مامان ما حنائیه				
2165	9008	که دیگه از اینا مواظبت میکنم				
2668	1034	که دیگه پیدا نبود				
5814	1029	که رسید				
3336	3005	که رفت شیکار				
502	2010	که رفت و یه مدتی گذشت از رفتنش				
2143	9004	که رفته بود ، شیر رفته بود شکار				
6128	9001	که زندگی میکرد				
4534	10005	که سلطان جنگل است				
5483	5060	که سوخته بود				
5495	5063	که سوخته بود				
5747	10004	که شکارهاشان را به مقرّ زندگیشون آوردند				
1822	5058	که شما یکی یکی رو پشت هم سوار بشین				
1364	4019	که شنگول منگول گرگ اومده خورده				
3649	4018	که شیر بده				
2229	9017	که فقط به یه شرط باید بری پیش شیره				
5942	2050	که قبلاً تهیه کرده بود				
5401	5022	که قدرت داشت توانائی داشت				
5368	5008	که قدرت داشتم				
3261	2061	که قرار بود اینا برن به میدون جنگ				
4492	9024	که قرمزه				
300	1035	که قل میخورد				
360	1047	که کدو قل بزن ، تو ندیدی یک پیرزن				
337	1042	که کدو قل بزن شما ندیدی یک پیرزن				
5449	5046	که کرده بود				
3371	3011	که گرگ اومد				
4329	8010	که گوشت و ورداره				
2634	1031	که ما میخوایم تو رو بخوریمت				
1334	4015	که مامان من تو نیستی				
71	1008	که من چند وقتیه غذا نخوردم				
2067	8005	که من چون روزه دارم روزه هستم ، نمیتونم اون گوشتو بخورم				
6242	6016	که من زدم تو سر تو				
2113	8012	که من کی ماه و میبینم				
2108	8011	که من ماه و دیدم دیگه روزم باطل شد				
728	2042	که من نخوردم شنگول تو ، من نخوردم منگول تو ، فردام نمیام به جنگ تو				
3643	4018	که میاد				
4633	1006	که میرفت				
1379	4020	که میره میره پشتبوم خرسه				
3914	5023	که ناتوان شد				
145	1019	که نه بذار من برم به دخترم سر بزنم				
664	2032	که نه نیستو				
2130	9001	که همه از این حساب میبردن				
1800	5053	که همه شیرا اومدن				
3474	3031	که همین برسم چل بندازم و گرگ را خورده باشم				
2053	8002	که یه تیکه گوشت گذاشتن یه جایی				
3240	2058	کور کرد				
1144	3033	کور کرد				
3741	4027	کور میکنه				
2155	9006	کی بچه منه خورده				
5681	9012	کی بیاد جلوی من				
3081	2041	کی خورده شنگول من ، منگول من				
3126	2047	کی خورده شنگول من منگول من				
983	3005	کیه				
1043	3018	کیه تاپتاپ میکنه				
705	2037	کیه کیه				
738	2044	کیه کیه تاپتاپ میکنه				
1415	4027	کیه کیه تُپ تُپ میکنه ، آش ما رو شور میکنه ، عروس ما رو کور میکنه ، زن ما رو بی دندون میکنه				
1395	4022	کیه کیه تُپ تُپ میکنه آش ما رو شور میکنه ، عروس ما رو کور میکنه ، زن ما رو بی دندون میکنه				
5057	2062	گاز بگیره				
